sentence,label
"My tribe, the Secoyas, have lived in these forests for thousands of years and to see a tree fall is like seeing a loved one die.",0
"However, Foals remixed Antidotes in London, complaining that he made it sound like it was ""recorded in the Grand Canyon.""",0
"Fidrych recalled: ""He (NBC commentator Tony Kubek) said, it looked like you were gonna cry.",0
"In his review of the second volume, Alexander wrote that ""so far, the story continues to be a fun examination of what life might be like from the cat's point of view, but I don't know how the whole Wild Cat storyline is going to be wrapped up in only one more volume"".",0
The federal government controls programs it funds like Title I funding for low-income children in the Elementary and Secondary Education Act  and the No Child Left Behind Act (renamed Every Student Succeeds Act (ESSA) in December 2015) which mandates the district focus its resources on student success in acquiring reading and math skills.,0
"It is like a central reference point that allows all other objects to be located, often used in a conceptual framework.",0
"Highlighted by blue and yellow tile-style floors, Geoffrey Darby gave the direction for the set to look like a natatorium (swimming pool), while Robert Mittenthal feels its inspiration is derived from a bathroom.",1
"""He took the house from Snow White and built it and painted it so it looked like a flat painting that suddenly started to move, and it had dimension and kept all of the soft, round curves of the brushstrokes of watercolor.",1
"They were like the sun and the moon, opposites but forever entwined with the future of Xen.",1
"It includes state-of-the-art classroom and technology space and was constructed to look like a large office building in concert with Davenport University's focus on business, technology, and health degrees.",0
"Ted breaks up with Karen, though, after she says Ted cannot ever see someone as manipulative as Lily again and he imagines what the future would be like without her and Marshall.",0
"After what seemed like an eternity, Jimmy finally jumped out of the truck and scampered over to his teeth.",0
"It looked like being an exciting season as Gilera was again at full strength with riders like Geoff Duke, Libero Liberati and Bob McIntyre, while MV Agusta fielded Surtees and Terry Shepherd (Umberto Masetti also raced at Monza).",0
"Which spur is like 20 foote high vamured with turf and basketes set and furnished with ordinance.""",0
"Williams himself acknowledged the film's rehabilitated reputation, thanks to projects like the popular fan edit, The Recobbled Cut, and Persistence of Vision, a 2012 documentary of the film's production.",0
"Intrusiveness is typically unwelcome and recipients of intrusive behavior may feel like the intruder is coming without welcome or invitation, invading their personal space, or interfering in their private life.",0
"He painted the background with dark colors, male outfits with dark blue and white, while female dresses were light blue or pink making the figures look soft and gentle among shady background that appears like a dreamy landscape.",1
One unusual product produced by his company were fans printed with photographs (especially bullfighting scenes) that would unfold like a mosaic.,1
"It included the entire stage being decorated to look like a pirate ship, which Ian Anderson, as he said in the liner notes for the remastered CD, thought was ""very silly"".",1
"Harper'''s film critic, Lee Siegel, believes that the film's recurring motif is the Christmas tree, because it symbolizes the way that ""Compared with the everyday reality of sex and emotion, our fantasies of gratification are  ... pompous and solemn in the extreme  ... For desire is like Christmas: it always promises more than it delivers.""",1
The buzz kept growing exponentially and it was like a coronation of Bob and Joan.,1
"In April 1941, the ghetto was enclosed by a wall made of barbed wire and stone; the stones used were designed to look like tombstones, but also included ""...Jewish monuments and tombstones from the cemetery.""",1
"It's like Aiden Pearce in Watch Dogs... Arno has different skills - you select skill points in the game, there are gear elements that have an impact and all these weapons that make the character you make your own.",0
"You betrayed your own heart,"" she snaps in the bleakly devastating ""Black Lake"", as percussionist Manu Delago drops what sound like sonic bombs.""",0
"He does like to be in the know, you know, equally so with his hearers, who would willingly sit out a whole night with him if he’d keep them in the know all the time, but James must draw the line somewhere, so he draws it at Gatti’s.",0
"I didn't feel like I was getting knocked down with his punches --- I could have continued"", Kovalev said.",0
"Hall China attracted talented designers, with examples being Eva Zeisel's popular ""Century"" dinnerware and the even more popular ""Tomorrow's Classic"" dinnerware and ""Zeisel"" tri-color lines and Donald Schreckengost's cookie jars shaped like owls, casserole dishes shaped like ducks, and teapots shaped like Ronald Reagan and Sherlock Holmes.",1
"Marianne Schaberg of Character Grades said that Duvall's version at the workshop ""felt like we were watching a repeat of Lana Del Rey on SNL.",0
It rode like a masthead on engine ninety-nine,0
"These were home to creatures like mammoths, mastodons and giant ground sloths.",0
Websites like eBay provide a potential audience of millions to sellers.,0
"But when the local paper accuses the council of ending community radio's right to free speech, Ajay tells Susan that the station cannot be reinstated as it would look like the council are backing down due to media pressure.",0
"Roger Ebert, writing for the Chicago Sun-Times, opined, ""This is a splendid, rousing historical adventure, an example of what can happen when the best direction, acting, writing and technical credits are brought to bear on what might look like shopworn material.""",0
"I experienced it once before and it was like hell.""",0
"My fingertips in the sunlight would feel like they were on fire almost ... [Also,] you have a safety tether attached to the Station, and it's on a reel ... You can be upside down, twisted, inverted; you can completely lose your spatial awareness about where you are and what your attitude is, and you can easily get tangled up in that safety tether if you're not cautious.",0
"Even if Japanese troops were to win victories and gain terrain, it would be like rocky soil, of no advantage to the country, in fact inviting disasters in years to come.",1
"he highly praised the cinematography saying, ""The real hero of the film is none other than cinematographer Manoj Pillai, the camerawork of the film seems like an adventure in itself"".",1
"The sun was setting, and the light of it through the trees made him look like a kind of Harlequin.""",1
"T Lopez discussed and described her music style to be like it is a mix of a bunch of things, but it's pop,"" says Lopez, who grew up on pioneers like Etta James.",1
"He described the album as something that ""mainly sounds like a bunch of dudes in a dank basement cooking up the wildest smack talk possible, with one-upping each other being the primary objective.""",1
"Robert Zaller writes that ""in the first part of 'Birds and Fishes', Jeffers almost presents a satiric account of what nature would look like if seen in terms of human behavior"".",0
It's like going to a 101 class to be a frontman rock star.,0
They instead used carefully crafted instruction sequences that already exist in the machine's memory to behave like a return instruction.,0
"It's like being alone, but accompanied.",0
"In the eyes of some children, it might seem like a game.""",0
"In a way, it's like a choreography of matter.",0
"She might look like a stiff wind would blow her over but it's not every girl who can tolerate being called a skank by her teenage boyfriend and still come back for more, but she did.""",0
"During the 2003 season, Newman said of pitcher Jamie Moyer ""He's like a fine wine, he gets better with age.",1
"She quoted former General Electric CEO Jack Welch to make her case: ""The Jack Welch of the future cannot be like me.",0
"As the Person's gender is said to not look like a man nor a woman, even Count Olaf doesn't know what the Person's gender is.",0
"Some studies have found that it was an relatively advanced bird, a member of the Ornithurae, related to birds like Ichthyornis.",0
"It's like we're mentally imprisoned.""",0
It felt like a major achievement for me as a young writer.,0
The name was coined by Henry Rowe Schoolcraft to sound like a Native American word.,1
Stanley Hudson (Leslie David Baker) is enjoying retirement in Florida and Phyllis Vance (Phyllis Smith) tries to get Stanley's replacement Malcolm (Malcolm Barrett) fat on chocolates to make him look like Stanley.,0
"She brought her idyllic, picturesque village to life by stocking the barn with animals, and bringing in ""simple"" people, such as milkmaids and herdsmen, to act like residents of the Hamlet.",1
"So far, only 4 members were seen and it seems like Team Anubias is composed of only male Brawlers.",0
"We were like a bunch of broom sticks"".",1
"He explains that the background of the ""tenome"" in the Gazu Hyakki Yagyō has a moon and a field of susuki, so the whole drawing is telling a joke with the moon indicating the bōzu (meaning ""bonze"" or ""baldie"") card in hanafuda (bōzu is an alternate name for the August suit) and the susuki being a reference to the kotowaza phrase ""yūrei no shōtai mitari kare-obana"" (""look at the ghost's true identity, it's a withered obana""), an expression about being so paranoid that anything, even withered obana (an alternate name for susuki), might seem like ghosts.",0
"However, Joe Yuuki is like a lone wolf, and he trusts no one.",1
"If you're a fan of video game pinball, it's time to soldier up; looks like you're going to war. """,0
"It felt like a club, so let’s call it that.",0
"The Hong Kong financial magazine Weekly Economy News reported, “Mo BangFu’s name is like a brand to spread Chinese culture that is widely known by the Japanese media and cultural industry, and the local Chinese community.”",1
He would type like a madman.,1
The trial was told that Kieffer had removed the uniforms of the SAS men and had the bodies dressed in civilian clothes and buried in a mass grave together with Sten Guns to make it look like they had died as a result of a mistaken shoot-out with local Resistance members.,0
"It is like a shawl and descends from the back of the neck to curl around both arms, and can be used to drape the top half of the body.",0
"In 2014, Teller and Posner co-directed a version of The Tempest, which again made use of stage magic; in an interview Teller stated that ""Shakespeare wrote one play that's about a magician, and it seemed like about time to realize that with all the capabilities of modern magic in the theater.""",0
"The site's consensus reads: ""Though it may seem like just another Harry Potter knockoff, Percy Jackson benefits from a strong supporting cast, a speedy plot, and plenty of fun with Greek mythology.""",0
"Hill said ""She knows exactly what it's like and the pair have a lot more in common than they first think.""",0
"Playing Yserbius without fellow on-line gamers is like being in an amusement park after hours, on in which the rides aren't all that fun to begin with"".",0
"Like her cousin Bruce, his counterpart, the Leader, Doc Samson and most other persons mutated by exposure to gamma radiation over the years, her mutated form was originally explained as being molded by her subconscious desire to look like the ideal woman.",0
"An associate of Thoburn's reportedly said about his experience in Muskogee, ""...""jarring them loose from their coin is like pulling teeth without cocaine.""",1
The machine thus was like a cipher teleprinter except that instead of the 5-element alphabet the ordinary Morse alphabet was used.,0
"Her guns were dismounted and stored below deck, and her hull was painted to look like an ordinary merchant vessel.",0
"Secondly, the first acquisition of buses by the company then showed that the main body feature of the bus was shaped like the Rabbit.",1
"When he returned, Ryan, who had like his father become an RCMP officer, saw that Derek's body was not moving and that rigor mortis had set in.",0
"Talking about the themes explored on Venus Doom, Valo stated: ""Lyrically, it's about me losing a relationship and then actually regaining it, and losing my sanity and regaining it [...] It's like me getting rid of my demons and putting the pain in the music.""",1
"She lobbied for more Hispanic diversity on television, hoping to empower the Latin community in these media ventures, stating: ""There's a big revolution going on, it's like a media and cultural revolution of Latinos here in the United States.",0
"At first, he seems like he doesn't like anything because of his cold attitude but he had a crush on Rein.",0
"At the meeting, he stated that Bower visited the site where the manuscript was found, and referred to the stupa as something that looked like a huge ""cottage loaf"" near the ""Ming–oi"" Buddhist monastery ruins, 16 miles from Kucha near the banks of a river.",0
"They also add that he has a gift of an ""inexplicable ability to make anyone he's talking to feel like they're the only person in the room.""",0
"U.S. President Jimmy Carter surveyed the damage and said, ""Someone said this area looked like a moonscape.",0
"For instance, the ""wainscoting downstairs, called Lincrusta, is original to the house and made of a pressed paper mixture processed to look like embossed leather.""",1
It's like a schedule.,0
Its name refers to two bright yellow or green spots that occur on the back of its head that can look like another pair of eyes.,1
The aim was that each group operated like an independent operative unit with ends insurreccionales.,1
"An ex-girlfriend of McAlister told the Portland Tribune that McAlister had been in possession of internal police documents concerning the murder that he no longer had had any official reason to possess, and that she had overheard McAlister describe the killing as a ""botched hit that was supposed to look like a suicide"".",1
"In an interview, the store's buyer said, ""Patrick landed like a bomb in my shop in 1985.",1
"We're cutting up a sample for the verse and then processing some weird sound for the chorus - and then getting it to sound like a song.""",1
"Created  by Gene Byrnes (1889–1974), the comic strip offered a humorous look at a gang of suburban children (who nevertheless spoke like New York street kids).",0
"It was like all my Halloweens came at once!.""",0
When used A and B are replaced with real life examples it looks like below.,0
"Pascal formally signed over the whole of his sister's inheritance to Port-Royal, which, to him, ""had begun to smell like a cult.""",1
"Sora in some ways is like Sophie which is why Leon became interested in her, close to the end of season 2 Leon finally accepts Sora as his partner.",0
"[...] It's like beating a dead horse at this point, but at the time Britney Spears was just coming out.",0
"And then someone else comes in and calls the redhead 'Hayley', and then another, and you realise you must've gone mad, because the only other explanation is that they've all gone mad, but that'd be like something out of Days of Our Lives, and this is Home and Away, a far superior soap"".",0
To call it a poetry reading would be like calling King Kong a nature film.”,0
"Run DMC's 1983 hit ""It's like That"" was remixed by Jason Nevins and topped the charts for 6 weeks, selling 1.12 million copies.",0
"Arbitrators were called in but Visakha explained that by her father-in-law eating food and not making merit for the future, he was using up past merit and not making any more, so it was like he was eating stale food.",0
As pointed out in Medhatithi ordeals were like magic and were meant to scare the guilty party and come out with the truth.,1
"She lived for four months (March 2013 - August 2013) isolated in a planetary module, which simulated what life will be like for astronauts at a future base on Mars at a base, in Hawaii.",0
Eyelashes like a cow's,0
"What Li Rusong and Song Yingchang witnessed upon entering the city was a people who ""looked like ghosts.""",1
"In December 2016, she confirmed that the new album will feature contributions by DJ Snake and Selena Gomez, stating: ""My new album is like another member of the team, or the family.",0
Ricky cleans up the blood and stages the scene to make it look like Mother Superior sitting in a chair by placing the loose unconnected head on her body.,0
"However, coming back from the Christmas/New Year's break, the team was not able to connect like they did in the first round.",0
" Laon and Kan – Laon was a king of Negros from Hiligaynon mythology; he owns a head cloth named Birang, which can produce any material or food the wielder wants; Kan was a youthful hero and friend Laon; Together, they slayed a dragon-like monster living in present-day Kanlaon volcano",1
He was like a younger brother to Lily.,0
"According to Coope, his goal was not to present an accurate picture of what Muslim society looked like but rather to use any means necessary to convince fellow Christians to hate Muslims and avoid associating with them.",0
"One day, he found a pack of grayish-colored powder in his backyard, and after eating some soup in the afternoon and again began vomiting, he noticed a sediment in his plate that looked like the mysterious powder.",1
"The pieces themselves are elegantly played out to their conclusions, and manage to be multilayered without being overly complex or fiddly, and even rarer is the wonderfully melodic sensibilities of each of the players and their ability to intertwine like a finely wrought tapestry.""",1
"In a still of the video, Voegele blows a kiss with what seems like a forest behind her.",0
"In August 2019, after Kendall Jenner reportedly insulted other fashion models by stating in LOVE Magazine ""I was never one of those girls who would do like 30 shows a season or whatever the f--k those girls do"".",0
" Best of times: Staffers remember when work seemed like a family, Columbus Business First, December 21, 2001",1
Her grandmother gave her the name Kus-de-cha after noting that her cries sounded like a kingfisher's call.,1
"Jasso-kissa is a comical strip about an anthropomorphic cat who lives on his own more or less like a human (although he does, from time to time, have a human flatmate who used to be a circus clown).",1
He really shouldn't have been able to close like that into those fractions.,0
"In July 2006 it seemed like to have extracted a success, but this later proved to be relative.",0
"After successfully separating the two, the bow of the alien spaceship called Titanic, designed to look like the ship of the same name, smashes through the inside wall of the TARDIS before he can raise it again.",0
"His most famous quote is, ""I do not know what it's like to hit a man twice.""",0
The research question for an experimental study may look like this: Does the consumption of fast food lead to eating disorders?,0
"The rabbis base this estimation on a biblical verse: ""Your hair is like a flock of goats"" (Song of Songs 4:1), suggesting that this praise reflects the sensual nature of hair.",1
There was never any doubt in his mind that he wanted to join the navy and be like them.,0
"He saw the executives being marched elsewhere on the base to take showers; his impression was that ""they looked like they were being marched to the gallows – they just looked lifeless, with no purpose.",0
"Halsey told Billboard that the tune should ""sound like Leonardo DiCaprio in a Hawaiian T-shirt in a droptop yellow convertible car – driving down the highway like in Miami Vice with all his friends.""",1
"The petals of corolla of chasmogamous flowers are white, projected outward and shaped like a funnel, 5-lobed petals that are 8-25mm wide.",1
"It is like drinking the bird Zhen's poison to seek momentary ease with no thought of the future, and this mind should not be kept.""",0
"In a trailer for the show, he said he was ""lazy"" and ""irresponsible"", while his mother said that sometimes she felt like he did not love her any more.",0
"As executive producer of the album, Fanny Lu enlisted a variety of producers to collaborate like Andrés Munera, José Gaviria, Steve Greenberg, Mario Balducci, Jesús Miranda and Manuela Mejía.",0
"“We just want to make it sound like the soundtrack to a Disney film played by a punk rock band,"" says Gregory, citing My Chemical Romance and Green Day as influences.",0
"The Reason book review concluded, ""His new book's subtitle may invoke 'grown-up culture,' but his prose betrays him: He writes like he's going through a stage.""",0
"By April 23, a strong wind had come up, and the high wheel house of Shoshone acted like a sail, blowing her from one side of the river to the other.",1
"opined that, although ""Cool Girl"" was catchy, it ""felt like the product of a record label"".",0
This species’ English name derives from its habit of running along branches and leaping from branch to branch like a squirrel.,0
"While hypnotized, Barney said, ""I felt like the eyes had pushed into my eyes.""",0
"The Guardian commented that ""No Shape sounds like a unique talent coming into full bloom.""",1
"I think there are features that look very much like the man...It seems like a strong lead.""",0
Measures of magnitude need cautious treatment and it is extremely important to measure like with like.,0
"In 2017, Caneças appears like star of a ""video clip"" that became popular, called  Calhambeque .",0
"Chang of Variety commented that it ""plays like The Karate Kid with a pro-literacy agenda, pushing all the right emotional buttons yet hitting quite a few wrong ones in the process.""",0
"Eric Henderson of Slant Magazine also saw similarities with Gwen Stefani, writing that ""it sounds like she's trying to win a bet that she could turn the hook from George Harrison's 'Got My Mind Set on You' into a new Hollaback Girl.""",0
"Annie though had a plan, she picked a fight with Reva at the top of the stairs at the Spaulding mansion and made it look like Reva pushed her down the stairs and thus caused her to miscarry.",0
Acalā is like a crown of sutras.,1
"Toys excavated from the Indus valley civilization (3010–1500 BCE) include small carts, whistles shaped like birds, and toy monkeys which could slide down a string.",1
"Electronic Gaming Monthly called the colors ""bright"" and ""clean"", and Hyper wrote that it looked like a picture book with its pastel-like shading.",0
"He made it look like we set out to go after the economic infrastructure and civilians, that it was intentional.",0
"Coming from the grime world, but not in the least grimy, the hook laden, techno-pop tracks are so relentlessly catchy, his unpretentious, snotty-nosed lyricism is like aural icing on a sugary pop cake.",1
"In response to the proposed demolition, graduates formed a Preservation Society, which has lobbied officials and raised money to preserve Building #1 (the classrooms and administrative building), building #12, the cafetorium, and the gym, called The Hangar because it looked like an airplane hangar.",0
"A collection of his writings compiled by his children, entitled The Kingdom of God is like a Yoghurt Plant, was published in June 2017.",0
"He then proceeds to kill Loomis, a former Air Force pilot by pushing him off a cliff to make it look like an accident, and shoots Packer, a serial rapist, after he gets caught in a spring trap set up by Jesse.",0
"Historically (pre WWII) ""transmitting tubes"" were among the most powerful tubes available, were usually direct heated by thoriated filaments that glowed like light bulbs.",1
"James Mielke, writing for GameSpot, called it ""a deliberate throwback to the arcade-dominant '80s"" and ""an excellent starter kit for the uninitiated, but for veterans of the series, it's like dinner without the dessert.""",1
"and responds, ""You shall love the Lord your God with all your heart and all your soul... And the second is like it: 'You shall love your neighbor as yourself.'""",0
The former is like a cross between a cactus and a pineapple and the latter is named from the tiny shell-shaped pieces of the pineapple “skin.”,0
"In 1918, the Coast and Geodetic Survey found this location by balancing on a point a cardboard cutout shaped like the U.S.",1
Matilda was very involved with the movement promoting Italian unification and was close with Giuseppe Mazzini who became like another brother to the Ashurst family and was a houseguest at the Biggs residence.,0
"Zeig, an American, said of her decision to shoot the film in France, ""I don't feel like an American independent filmmaker.",0
"In reality America is like a crumbling Roman empire—overextended with excessive arms spending, inequality and disgruntlement at home.",1
The narrator clearly explains that he feels like he causes the death of his mother because he was filled with despair of not being able to come to terms with being an openly homosexual person.,0
Then the traveller-narrator recollects that when he saw her in the shadow it was like a mariner whose ship was wrecked in a faraway sea spotting verdant land among barren islands.,0
"Ontario had control of the game, and looked like they were going to pull if off at the end.",0
"This article focuses both on the history of how pain has been perceived across time and culture, but also how malleable an individual's perception of pain can be due to factors like situation, their visual perception of the pain, and previous history with pain.",0
"Brown was named Bluff Magazine’s Poker Player of the Year for 2006, and in his own words: “Winning player of the year is like an actor winning an Oscar”.",1
For this type of advice a new subdivision of the Council was formed that came to act like an administrative court (though the formal decision rested with the Crown).,0
"The Los Angeles Times wrote, ""Bank writes like John Cheever, but funnier.""",0
"It documents a riveting and chaotic time, and gives you a sense of what it was like to be there.",0
"Human Rights Watch declared that the attack ""looked like mass murder.""",1
"After Bounteous is carried off, Follywit orders his cohorts to hide the loot in his suitcase, change out of their masquing outfits and tie each other up so it will look like they have been assailed by the robbers as well.",0
"That's where Thabong Kids figuratively or 'Black Diamonds' meet to enjoy themselves especially the ones who have moved out of Thabong to places like Johannesburg, Sandton, Randburg, Roodepoort, Pretoria, etc.",0
"It's like having the Bosnians, Croats, the Jews and Arabs all together in the same area.""",0
"It is like an architect’s model of the dream stand of the future, a space age stand.",0
"We felt like our music has been like in a much slower, more mellow place.",0
"The staff there noted Victoria's unkempt appearance, with one staff member, Deborah Gaunt, thinking that she looked like a child from an ActionAid advertisement.",1
"The reserve is home to animals like elephant, tigers, rhinos, 12 horned deer and other animals.",0
"It doesn't look like much on the surface, because the real party is in the basement.",0
"I don't how it'll be in China, I hope it will be like in Russia.""",0
The reason this occurs and how much the ball deviates from what seems like the obvious path is dependent on many factors that the player must be aware of to properly adjust the line of aim while using side-spin .,0
"In a 2014 interview, Tsang states, ""For me performance is like research; lived experience is fundamental.",1
"It was hard in the beginning ‘cause everybody felt like I was preachin’ in the party,” says Maximus.",0
"Warden Cross - One of the main antagonists whose eyes are so full of madness, hatred and rancid glee that meeting them is like watching yourself die a million times over.",0
"Former Executive Director Rob Tucker warned parents to look for The Satanic Bible in their children's bedrooms, saying, ""You have to help the child fight this obsession like any other addiction"" and ""It's like giving drugs to a kid who is already on the edge.""",0
"According to multiple commentators, Thune's candidacy could be helped by his personal appearance (he ""looks like a president"").",1
Ahrnell now Annabel seeing his tummy instantly growing rapidly called for help as it seems like he's going to bore a child soon.,0
"SlideToPlay said "" Matching colors, toppling block towers, a drive for instant solutions--it's like experiencing a first grader's night terror. """,0
"The train was originally Purple, later painted to look like a comet (Red, Orange, Yellow), and eventually was painted a metallic blue.",1
She was impressed and noted it was like nothing she ever heard or read before.,0
"""Anyone who'd like to take a deep look into the history of Siberia, won't be able to do without Shishkov,"" Konstantin Fedin wrote in 1945.",0
"Other than that, she seems like a typical boy-crazy girl.",0
"Police accused opposition activists of disrupting public order, while Pashinyan stated that Afyan ""behaved like a street criminal.""",1
A man claiming he is Joel Foxworth appears in Seeds of Yesterday  but he behaves like John Amos Jackson.,0
"The Church claims that Hubbard ""had a fascination with all things Scottish [and] chose the Gilman Hot Springs property after discovering it while scouting filming locations that looked like Scotland"".",0
He was more or less like Robin Hood of English folklore.,0
"A fish wheel, also known as a salmon wheel, is a device situated in rivers for catching fish which looks and operates like a watermill.",1
The Huntsman – The Huntsman (voiced by Jeff Bennett) is an imagining of what Robin Hood would be like if portrayed by Charlton Heston.,0
"A writer for People called the record ""standard Cyrus, which means much of it sounds like the work of a frustrated heavy metal singer.""",0
"The director of the State Museum (Dr A. K. Pandey) at Jhansi states, ""Rani Lakshmi Bai is like a goddess to us and seeing her story presented in a distorted manner is painful.",1
Is like the one build on the sand.,0
"The San Diego scenes were shot behind barricades to maintain secrecy; Spielberg noted that, ""It looked like road-repair work was going on.""",0
"By the time he composed this chapter of Characters, he could write, ""We can conceive [...] no one to play Macbeth properly, or to look like a man that had encountered the Weïrd Sisters.""",0
" Humpty, a dark green large egg-shaped soft toy with green trousers, to look like Humpty Dumpty from the nursery rhyme, appeared in the very first programme in April 1964.",0
"Lindsey Weber from Vulture suggested that the footage felt like a ""total soap opera"" in that it seemingly acknowledged that portions of the series were fabricated.",1
The two being so accustomed to working with one another has reduced a series of high-speed match that the fans respond to and the Lighting match on July 9 was no different as the two worked a very competitive match that looked like it could go to the 10 minute time limit.,0
"This operates like a regular PCI dual address cycle; it is accompanied by the low-order 32 bits of the address (and the length), and the following cycle includes the high 32 address bits and the desired command.",0
"When the intrinsic hysteresis of rubber is being measured, the material can be considered to behave like a gas.",0
"We connected with her voice immediately - she was a kindred spirit - and it felt like it was the spoken word companion to everything we were trying to channel into the songs we had written for the record both thematically and musically, so we wove a few excerpts from the tape throughout the record and name the project after an old radio soap opera, which was similar in name and the protagonist’s brave honesty in searching for love and self in the face of the crushing disappointment life has to offer.“",0
Peter says that he is like her faithful son.,0
"Praising Menzel's humor, Strecker wrote, ""In between over two hours of powerhouse performances, Menzel acted like a total goof, whether she was giving a fake Tony acceptance speech ... or pretending to call ex-husband Taye Diggs from stage ... to remind him she was singing to a sold-out crowd.""",1
"Inspired by a news story of an amnesiac and his fiancé, Shortridge wrote a fictional account of a woman who must become like a detective to remember who she is and what happened to her while grappling with a fiancé and the life she left behind.",1
"He is also much stronger than ordinary humans and, when enraged, growls and roars like a lion.",1
"In some industries, the word energy is used as a synonym of energy resources, which refer to substances like fuels, petroleum products and electricity in general, because a significant portion of the energy contained in these resources can easily be extracted to serve a useful purpose.",0
"Haig told Olivier that MacArthur's voice sounded like W. C. Fields, and Olivier tried to imitate this.",0
Westinghouse seemed like a natural fit for the project given the large-scale AC equipment Westinghouse manufactured and Tesla's need for similar equipment.,0
"The species name sepulcralis is Latin for belonging to a tomb, as von Mueller thought the tree would be ideal to plant in and around cemeteries as it weeps like a willow tree.",0
"According to Fates, when he finished talking, Block stood up, finished his drink, smashed the glass on the floor, said ""You never did like me, you son-of-a-bitch"", and walked out.",0
"Songs about rock artists were usually confined to describing a show performed by the band that Willis had attended or opened for, recycling key phrases such as ""The crowd roared like a lion,"" ""A lot of people met the band,"" or ""The band got down like a Magikist"".",1
"Engelsstaub's music leans toward the neofolk/neo-medieval end of the gothic spectrum, with stylistic similarities to bands like Ataraxia, The Dreamside and Faith and the Muse.",0
"Whenever Tad loses his temper (usually at the instigation of a stupid prank by fellow students billionaire biker bully Badger Goldliver and his simple-minded stooge Doltish), the uptight mild-mannered boy genius turns green, starts to spin like a tornado and transforms into Super-Hip.",1
"MTV said Minaj's ""Roman Holiday"" ""was the most elaborate of the night's Grammy performances and (had) everyone talking,"" with AllHipHop founder Chuck Creekmur adding “I definitely felt like she was reaching out to the mainstream with this performance, trying to make that full leap into the pop world.",0
"From the spatial interaction between the entities, despite the simplicity of the updating rules, complex behaviour may emerge like self-organization.",0
"If you put it the other way around, it won't sound like a guitar being played in a church, it'll sound like a church being stuffed inside a shoebox and then exploded.",0
It's like T.I.,0
"The Hand of the Violinist (The Rhythms of the Bow) is a 1912 painting by Italian Futurist Giacomo Balla, depicting a musician's hand and the neck of a violin ""made to look like it's vibrating through space""—blurred and duplicated to suggest the motion of frenetic playing.",0
"He joined forced with a number of younger, very talented wrestlers who felt like CMLL was not giving them recognition they deserved and decided to split from CMLL to create Asistencia Asesoría y Administración, later known simply as ""AAA"" or Triple A.",0
"Described as the best dancer in pop since Michael Jackson by writers of VH1, and The Guardian, Jody Rosen said in 2012 ""He's the biggest male pop singer in the world; sometimes, it seems like he's the only one, in a marketplace still dominated by divas"".",0
"This parallel symbolised the transference of the family's matriarchal role from Lou to Pauline.EastEnders airdate 26 July 1988 Wendy Richard has indicated that both she and show creator, Julia Smith, had always intended for Pauline to become like her mother, and former EastEnders executive producer John Yorke has commented on the importance of the lineage between the two characters: ""[Pauline] endures, stoically and heroically, whatever life may throw at her, just as her mother did before her.",0
"Thomas Wentworth Higginson, who heard Stevens speak at the Massachusetts Bicycle Club, said: ""He seemed like Jules Verne, telling his own wonderful performances, or like a contemporary Sinbad the Sailor.",0
"During read-throughs of the scripts, a toy horn was honked whenever Kaye swore to give an idea of what it would sound like during the programme.",0
"Suzy is still nervous; Fauna reminds her that the previous night, Doc did not treat her like a tramp, and she did not act like one.",1
"And if it was to depict her as the victim and everybody else is the bad guy… I don't really know where all that stems from, but to me it's like she has her situation.",0
"When insects are attracted to lamps they can be killed by exhaustion or contact with the lamp itself, and they are also vulnerable to predators like bats.",0
"Rolling Stone rated it 3 out of 5 stars: ""This laid-back ode to inner tubes and bikinis, from an album due later this year, comes with a bendy Stones-steeped riff and a clever chorus that's like ad copy for low-budget fun.…If there must be bro-country, let it be this genial.""",1
"They looked like they were going to get in the right spots, but they weren't going to make anything happen afterward.",0
"In regard to its concept, Whiteboom characterised the clip as ""kind of Monkees or Beatles-esque"", elaborating that it revolves around ""five lads go[ing] crazy in London, it's like a big day out in London.""",0
"Despite being unpopular with employed staff, who thought it very un-hip, and politicians who would question the need for a local radio station to sound like the two music-based BBC national networks, the relaunch led to improved audience figures and a string of awards and accolades.",0
"I didn't feel like I was getting more rightwing when I was in Uruguay, but when I got back I felt that I had moved quite a distance to the right while staying in the same place.""",0
"In Marley & Me (2008), while taking Marley to get neutered and discussing the fact that the dog has no idea what's coming, John comments to himself, ""It's like Of Mice and Men"".",0
"It's the patriotic celebration of Quebec started by a Quebec patriot, Ludger Duvernay in 1834, and it's like an oppression seeing groups sing here in English.""",0
"With this new technology, the Baron sends his nephew Glossu Rabban to attack a Tleilaxu delegation and make it look like an attack from the Atreides.",0
"The Washington Post quoted Lewis' publisher as saying that an additional three page ""fantasy scene"" of what a sexual encounter with the tenor might be like was removed from the final version of the book.",0
But I think this episode illustrates why not every one-off story has to feel like filler.,1
"Rusty and Dusty are voiced by real-life brothers Tom and Ray Magliozzi (respectively) of National Public Radio's Car Talk, using that program's closing line ""...and don't drive like my brother!"".",0
"Sometime in the early 1980s, South Street was refurbished from its abandoned status into a tourist attraction to create an atmosphere similar to places like Baltimore's Inner Harbor and Boston's Quincy Market.",0
"On the whole, it seems like watching a new, more restrained NTR.",0
Everyone else [On Grey' Anatomy] seems like they know exactly what they're doing.,0
